,height,weight,label,predict
1152,159,63,normal,fat
1153,153,52,normal,normal
1154,146,51,normal,thin
1155,151,47,normal,fat
1156,156,45,thin,normal
1157,140,37,normal,thin
1158,123,78,fat,thin
1159,146,59,fat,fat
1160,195,57,thin,normal
1161,198,68,thin,thin
1162,165,70,fat,thin
1163,120,46,fat,thin
1164,178,57,thin,fat
1165,127,70,fat,normal
1166,134,73,fat,normal
1167,163,44,thin,fat
1168,191,61,thin,fat
1169,160,38,thin,fat
1170,173,66,normal,normal
1171,142,37,thin,normal
1172,138,74,fat,normal
1173,197,50,thin,fat
1174,171,56,normal,thin
1175,140,36,thin,fat
1176,143,63,fat,normal
1177,179,45,thin,normal
1178,152,63,fat,thin
1179,166,49,thin,fat
1180,186,59,thin,thin
1181,158,70,fat,fat
1182,131,54,fat,fat
1183,168,71,fat,fat
1184,148,66,fat,thin
1185,169,55,normal,normal
1186,167,49,thin,normal
1187,140,53,fat,normal
1188,169,53,normal,fat
1189,153,40,thin,normal
1190,145,79,fat,fat
1191,125,40,fat,thin
1192,129,76,fat,thin
1193,175,51,thin,thin
1194,200,37,thin,normal
1195,129,57,fat,fat
1196,192,36,thin,normal
1197,167,59,normal,fat
1198,127,42,fat,normal
1199,175,56,thin,fat
1200,134,65,fat,normal
1201,164,73,fat,thin
1202,131,39,normal,normal
1203,162,59,normal,fat
1204,169,40,thin,fat
1205,134,58,fat,thin
1206,129,66,fat,fat
1207,178,55,thin,thin
1208,120,46,fat,thin
1209,165,40,thin,normal
1210,138,38,normal,thin
1211,162,41,thin,fat
1212,163,80,fat,fat
1213,184,74,normal,fat
1214,159,51,normal,thin
1215,192,73,normal,normal
1216,189,66,thin,fat
1217,169,52,thin,thin
1218,161,37,thin,normal
1219,187,36,thin,fat
1220,136,48,fat,fat
1221,164,40,thin,fat
1222,126,38,normal,normal
1223,187,59,thin,thin
1224,175,80,fat,fat
1225,162,43,thin,fat
1226,170,59,normal,fat
1227,171,45,thin,normal
1228,174,40,thin,thin
1229,199,41,thin,normal
1230,195,77,normal,thin
1231,179,67,normal,normal
1232,191,76,normal,thin
1233,125,44,fat,fat
1234,192,71,normal,thin
1235,148,78,fat,fat
1236,123,38,fat,fat
1237,166,54,normal,normal
1238,198,47,thin,normal
1239,127,80,fat,fat
1240,169,44,thin,fat
1241,147,53,normal,thin
1242,172,40,thin,fat
1243,172,75,fat,fat
1244,150,46,normal,fat
1245,140,62,fat,normal
1246,195,72,normal,thin
1247,194,78,normal,fat
1248,126,47,fat,fat
1249,143,73,fat,fat
1250,162,66,fat,fat
1251,157,66,fat,normal
1252,144,77,fat,normal
1253,143,36,thin,normal
1254,179,53,thin,normal
1255,148,35,thin,normal
1256,142,51,fat,thin
1257,155,77,fat,thin
1258,153,40,thin,fat
1259,128,50,fat,normal
1260,156,50,normal,thin
1261,182,42,thin,normal
1262,177,72,normal,fat
1263,177,62,normal,thin
1264,176,39,thin,thin
1265,136,57,fat,fat
1266,151,50,normal,thin
1267,186,61,thin,fat
1268,156,54,normal,normal
1269,120,38,fat,thin
1270,127,70,fat,fat
1271,194,62,thin,thin
1272,169,38,thin,fat
1273,199,58,thin,normal
1274,134,64,fat,normal
1275,130,48,fat,fat
1276,150,73,fat,normal
1277,121,48,fat,normal
1278,192,68,thin,thin
1279,160,66,fat,normal
1280,121,58,fat,fat
1281,155,60,normal,normal
1282,163,36,thin,fat
1283,156,40,thin,thin
1284,162,67,fat,normal
1285,162,53,normal,normal
1286,179,53,thin,fat
1287,198,72,thin,fat
1288,193,54,thin,normal
1289,120,70,fat,normal
1290,192,35,thin,fat
1291,198,67,thin,thin
1292,125,63,fat,normal
1293,146,79,fat,normal
1294,200,40,thin,thin
1295,170,78,fat,fat
1296,175,80,fat,fat
1297,189,74,normal,thin
1298,195,70,thin,thin
1299,195,61,thin,fat
1300,130,59,fat,normal
1301,144,68,fat,normal
1302,125,41,fat,fat
1303,149,62,fat,fat
1304,120,44,fat,normal
1305,184,76,normal,fat
1306,183,38,thin,fat
1307,192,80,normal,fat
1308,162,77,fat,fat
1309,179,76,normal,fat
1310,126,52,fat,fat
1311,194,71,normal,fat
1312,166,66,normal,fat
1313,139,53,fat,fat
1314,197,75,normal,thin
1315,130,44,fat,fat
1316,135,52,fat,thin
1317,121,58,fat,thin
1318,157,64,fat,normal
1319,171,46,thin,normal
1320,147,75,fat,fat
1321,147,46,normal,thin
1322,191,74,normal,normal
1323,158,66,fat,fat
1324,164,80,fat,fat
1325,193,76,normal,thin
1326,121,71,fat,normal
1327,141,67,fat,thin
1328,178,62,normal,fat
1329,126,56,fat,fat
1330,186,80,normal,normal
1331,179,57,thin,thin
1332,120,72,fat,thin
1333,169,45,thin,normal
1334,184,79,normal,normal
1335,176,38,thin,thin
1336,192,42,thin,fat
1337,173,62,normal,thin
1338,153,67,fat,fat
1339,165,67,normal,fat
1340,140,67,fat,fat
1341,161,51,normal,normal
1342,197,67,thin,thin
1343,154,46,normal,fat
1344,132,74,fat,normal
1345,194,63,thin,thin
1346,188,45,thin,thin
1347,191,54,thin,thin
1348,185,71,normal,thin
1349,175,57,normal,normal
1350,142,49,normal,normal
1351,161,69,fat,normal
1352,124,67,fat,fat
1353,172,40,thin,fat
1354,145,75,fat,thin
1355,178,76,normal,fat
1356,128,48,fat,normal
1357,168,58,normal,fat
1358,127,50,fat,normal
1359,184,74,normal,thin
1360,137,79,fat,thin
1361,138,48,fat,normal
1362,121,67,fat,thin
1363,176,76,normal,thin
1364,168,38,thin,thin
1365,146,54,fat,normal
1366,142,80,fat,normal
1367,184,35,thin,thin
1368,134,74,fat,fat
1369,195,77,normal,normal
1370,127,72,fat,fat
1371,190,70,normal,fat
1372,168,47,thin,normal
1373,159,74,fat,thin
1374,165,75,fat,normal
1375,169,68,normal,normal
1376,148,46,normal,normal
1377,140,49,fat,fat
1378,120,79,fat,thin
1379,123,49,fat,fat
1380,191,77,normal,fat
1381,190,52,thin,thin
1382,178,74,normal,thin
1383,190,77,normal,normal
1384,198,57,thin,fat
1385,149,67,fat,thin
1386,190,37,thin,thin
1387,128,77,fat,normal
1388,152,77,fat,thin
1389,157,62,fat,normal
1390,183,71,normal,fat
1391,152,68,fat,fat
1392,145,59,fat,fat
1393,153,77,fat,thin
1394,135,63,fat,thin
1395,186,72,normal,thin
1396,168,51,thin,thin
1397,177,52,thin,fat
1398,132,75,fat,normal
1399,149,49,normal,fat
1400,185,36,thin,fat
1401,121,77,fat,fat
1402,143,36,thin,normal
1403,195,54,thin,fat
1404,146,56,fat,fat
1405,139,56,fat,thin
1406,141,51,fat,fat
1407,170,44,thin,fat
1408,155,80,fat,fat
1409,199,55,thin,fat
1410,184,40,thin,fat
1411,183,60,thin,fat
1412,172,76,fat,fat
1413,179,76,normal,thin
1414,134,59,fat,normal
1415,128,76,fat,fat
1416,123,44,fat,thin
1417,189,70,normal,fat
1418,191,74,normal,thin
1419,134,37,normal,thin
1420,153,36,thin,fat
1421,165,39,thin,thin
1422,178,53,thin,normal
1423,132,46,fat,normal
1424,172,43,thin,fat
1425,195,70,thin,normal
1426,140,49,fat,thin
1427,170,63,normal,fat
1428,174,72,normal,thin
1429,145,60,fat,fat
1430,128,69,fat,thin
1431,148,55,fat,normal
1432,197,63,thin,fat
1433,121,76,fat,fat
1434,154,71,fat,fat
1435,167,50,thin,fat
1436,181,69,normal,thin
1437,168,52,thin,fat
1438,143,72,fat,fat
1439,154,46,normal,thin
1440,144,56,fat,fat
1441,170,48,thin,fat
1442,171,64,normal,fat
1443,166,48,thin,normal
1444,188,41,thin,fat
1445,146,68,fat,fat
1446,145,46,normal,normal
1447,124,67,fat,thin
1448,141,50,fat,normal
1449,183,78,normal,fat
1450,127,70,fat,thin
1451,157,37,thin,thin
1452,163,51,normal,thin
1453,178,67,normal,normal
1454,179,41,thin,thin
1455,142,65,fat,normal
1456,159,49,normal,fat
1457,122,38,fat,thin
1458,131,73,fat,normal
1459,180,66,normal,normal
1460,156,47,normal,fat
1461,122,51,fat,normal
1462,147,55,fat,fat
1463,188,59,thin,normal
1464,176,61,normal,fat
1465,156,37,thin,thin
1466,126,67,fat,fat
1467,193,68,thin,thin
1468,172,76,fat,thin
1469,194,39,thin,thin
1470,148,57,fat,thin
1471,142,36,thin,normal
1472,126,53,fat,normal
1473,168,55,normal,thin
1474,175,40,thin,fat
1475,154,36,thin,normal
1476,133,62,fat,fat
1477,130,51,fat,fat
1478,121,51,fat,thin
1479,155,64,fat,normal
1480,157,72,fat,normal
1481,156,68,fat,normal
1482,123,73,fat,fat
1483,184,62,thin,thin
1484,199,74,normal,fat
1485,174,76,fat,thin
1486,121,37,fat,thin
1487,123,51,fat,normal
1488,153,47,normal,normal
1489,154,37,thin,fat
1490,163,45,thin,normal
1491,194,76,normal,fat
1492,172,67,normal,fat
1493,159,45,thin,normal
1494,146,58,fat,thin
1495,171,42,thin,normal
1496,196,37,thin,thin
1497,170,58,normal,normal
1498,168,61,normal,normal
1499,168,62,normal,fat
1500,156,54,normal,fat
1501,172,67,normal,fat
1502,148,44,normal,normal
1503,168,78,fat,fat
1504,147,66,fat,normal
1505,149,48,normal,fat
1506,127,55,fat,fat
1507,168,43,thin,fat
1508,134,77,fat,fat
1509,196,53,thin,fat
1510,141,43,normal,thin
1511,148,37,thin,fat
1512,183,65,normal,fat
1513,139,43,normal,fat
1514,146,39,thin,fat
1515,130,67,fat,fat
1516,158,49,normal,fat
1517,127,55,fat,normal
1518,161,69,fat,thin
1519,159,55,normal,thin
1520,182,55,thin,thin
1521,121,38,fat,normal
1522,144,52,fat,thin
1523,175,65,normal,thin
1524,144,40,normal,normal
1525,173,45,thin,thin
1526,197,72,normal,fat
1527,193,46,thin,fat
1528,156,48,normal,normal
1529,181,51,thin,thin
1530,167,40,thin,normal
1531,129,43,fat,fat
1532,121,41,fat,normal
1533,185,57,thin,normal
1534,188,35,thin,thin
1535,149,43,normal,thin
1536,193,60,thin,normal
1537,187,76,normal,fat
1538,143,64,fat,normal
1539,177,36,thin,thin
1540,198,38,thin,normal
1541,178,77,normal,thin
1542,193,77,normal,thin
1543,126,76,fat,thin
1544,129,57,fat,normal
1545,190,75,normal,thin
1546,150,48,normal,normal
1547,132,42,normal,thin
1548,124,68,fat,fat
1549,172,38,thin,thin
1550,174,43,thin,thin
1551,153,55,normal,thin
1552,144,68,fat,thin
1553,158,77,fat,fat
1554,171,48,thin,thin
1555,144,66,fat,normal
1556,167,60,normal,thin
1557,172,42,thin,normal
1558,188,61,thin,normal
1559,175,46,thin,thin
1560,184,55,thin,normal
1561,145,63,fat,fat
1562,175,43,thin,fat
1563,166,52,normal,thin
1564,185,46,thin,normal
1565,139,70,fat,fat
1566,127,59,fat,fat
1567,142,79,fat,fat
1568,129,45,fat,fat
1569,177,68,normal,normal
1570,178,76,normal,thin
1571,125,45,fat,fat
1572,128,40,normal,normal
1573,168,67,normal,thin
1574,198,65,thin,fat
1575,180,74,normal,fat
1576,159,45,thin,fat
1577,121,66,fat,thin
1578,200,67,thin,normal
1579,185,69,normal,thin
1580,145,72,fat,normal
1581,197,53,thin,thin
1582,137,52,fat,thin
1583,172,52,thin,fat
1584,200,47,thin,thin
1585,183,42,thin,thin
1586,196,73,normal,thin
1587,195,73,normal,normal
1588,125,73,fat,fat
1589,134,50,fat,fat
1590,154,49,normal,fat
1591,176,65,normal,normal
1592,184,78,normal,thin
1593,183,79,normal,thin
1594,139,75,fat,fat
1595,124,36,normal,normal
1596,177,44,thin,thin
1597,141,68,fat,normal
1598,167,69,normal,thin
1599,181,49,thin,normal
1600,135,55,fat,fat
1601,172,75,fat,normal
1602,162,40,thin,thin
1603,158,42,thin,fat
1604,123,55,fat,normal
1605,147,46,normal,normal
1606,194,38,thin,normal
1607,175,41,thin,fat
1608,168,54,normal,fat
1609,138,37,normal,thin
1610,183,64,normal,thin
1611,141,52,fat,normal
1612,146,50,normal,fat
1613,200,67,thin,normal
1614,149,66,fat,normal
1615,149,50,normal,fat
1616,169,64,normal,thin
1617,156,55,normal,fat
1618,156,67,fat,thin
1619,173,74,normal,thin
1620,173,74,normal,thin
1621,134,36,normal,fat
1622,142,41,normal,thin
1623,155,77,fat,fat
1624,139,66,fat,fat
1625,155,69,fat,fat
1626,152,78,fat,thin
1627,171,64,normal,thin
1628,186,37,thin,fat
1629,159,62,normal,fat
1630,184,77,normal,fat
1631,150,56,normal,normal
1632,158,63,fat,thin
1633,195,42,thin,fat
1634,181,46,thin,thin
1635,176,50,thin,normal
1636,163,39,thin,fat
1637,135,56,fat,normal
1638,169,77,fat,normal
1639,143,68,fat,fat
1640,167,40,thin,fat
1641,126,79,fat,thin
1642,141,78,fat,fat
1643,189,61,thin,fat
1644,121,68,fat,fat
1645,179,68,normal,thin
1646,150,77,fat,fat
1647,131,45,fat,normal
1648,194,43,thin,fat
1649,182,64,normal,normal
1650,185,50,thin,thin
1651,173,37,thin,fat
1652,136,51,fat,normal
1653,154,75,fat,fat
1654,144,35,thin,normal
1655,178,71,normal,fat
1656,178,37,thin,fat
1657,188,80,normal,normal
1658,180,36,thin,fat
1659,177,44,thin,fat
1660,147,38,thin,fat
1661,186,54,thin,fat
1662,176,56,thin,thin
1663,143,39,normal,fat
1664,192,80,normal,normal
1665,172,67,normal,thin
1666,167,56,normal,normal
1667,165,53,normal,thin
1668,170,62,normal,thin
1669,182,64,normal,fat
1670,195,62,thin,fat
1671,122,38,fat,thin
1672,147,64,fat,normal
1673,136,78,fat,fat
1674,189,63,thin,normal
1675,180,47,thin,fat
1676,190,58,thin,normal
1677,166,37,thin,thin
1678,134,56,fat,normal
1679,161,58,normal,fat
1680,170,65,normal,thin
1681,195,72,normal,fat
1682,135,70,fat,fat
1683,193,76,normal,thin
1684,198,37,thin,thin
1685,139,66,fat,fat
1686,121,43,fat,normal
1687,167,75,fat,thin
1688,149,46,normal,normal
1689,192,60,thin,thin
1690,135,39,normal,normal
1691,162,77,fat,normal
1692,138,43,normal,normal
1693,157,77,fat,fat
1694,120,66,fat,thin
1695,174,67,normal,normal
1696,193,51,thin,fat
1697,195,53,thin,normal
1698,165,78,fat,thin
1699,129,58,fat,fat
1700,146,60,fat,fat
1701,125,80,fat,fat
1702,199,42,thin,thin
1703,121,72,fat,fat
1704,127,40,normal,thin
1705,133,35,normal,normal
1706,182,36,thin,thin
1707,188,71,normal,thin
1708,133,76,fat,normal
1709,123,43,fat,fat
1710,137,69,fat,thin
1711,196,79,normal,fat
1712,171,50,thin,normal
1713,160,64,normal,normal
1714,120,56,fat,fat
1715,145,64,fat,normal
1716,149,70,fat,normal
1717,157,50,normal,thin
1718,140,73,fat,thin
1719,133,51,fat,fat
1720,169,79,fat,fat
1721,174,77,fat,normal
1722,182,38,thin,normal
1723,126,70,fat,normal
1724,142,52,fat,thin
1725,140,55,fat,thin
1726,191,46,thin,thin
1727,135,47,fat,fat
1728,178,46,thin,normal
1729,133,50,fat,fat
1730,164,77,fat,normal
1731,151,66,fat,fat
1732,179,67,normal,normal
1733,199,39,thin,fat
1734,182,72,normal,fat
1735,128,41,fat,fat
1736,183,76,normal,thin
1737,123,48,fat,normal
1738,163,74,fat,thin
1739,133,40,normal,normal
1740,122,48,fat,normal
1741,183,67,normal,fat
1742,133,65,fat,fat
1743,191,43,thin,thin
1744,177,41,thin,thin
1745,186,42,thin,fat
1746,149,36,thin,fat
1747,180,71,normal,fat
1748,198,54,thin,normal
1749,195,56,thin,thin
1750,150,45,normal,fat
1751,154,42,thin,normal
1752,178,53,thin,thin
1753,180,54,thin,normal
1754,139,65,fat,thin
1755,143,65,fat,fat
1756,155,65,fat,normal
1757,132,62,fat,normal
1758,151,65,fat,thin
1759,157,70,fat,normal
1760,130,37,normal,normal
1761,136,78,fat,fat
1762,177,60,normal,thin
1763,149,40,thin,fat
1764,183,39,thin,thin
1765,130,44,fat,normal
1766,156,62,fat,normal
1767,169,64,normal,fat
1768,140,70,fat,fat
1769,136,63,fat,fat
1770,135,70,fat,thin
1771,123,54,fat,normal
1772,143,74,fat,fat
1773,192,35,thin,fat
1774,196,42,thin,thin
1775,162,61,normal,normal
1776,132,41,normal,normal
1777,175,65,normal,normal
1778,135,70,fat,fat
1779,187,57,thin,fat
1780,180,78,normal,fat
1781,129,35,normal,thin
1782,176,55,thin,thin
1783,186,51,thin,normal
1784,196,41,thin,fat
1785,184,42,thin,fat
1786,185,65,normal,fat
1787,199,42,thin,thin
1788,176,39,thin,thin
1789,140,41,normal,normal
1790,132,55,fat,normal
1791,157,59,normal,thin
1792,133,58,fat,normal
1793,124,44,fat,thin
1794,157,57,normal,thin
1795,164,43,thin,normal
1796,174,59,normal,thin
1797,157,71,fat,thin
1798,128,68,fat,fat
1799,128,35,normal,thin
1800,184,77,normal,normal
1801,133,43,normal,normal
1802,146,72,fat,thin
1803,140,42,normal,normal
1804,132,70,fat,fat
1805,172,53,thin,fat
1806,125,47,fat,normal
1807,152,54,normal,thin
1808,176,76,normal,fat
1809,191,58,thin,fat
1810,127,69,fat,fat
1811,144,60,fat,normal
1812,162,41,thin,fat
1813,136,35,normal,thin
1814,163,73,fat,fat
1815,150,63,fat,normal
1816,149,62,fat,fat
1817,147,53,normal,normal
1818,190,53,thin,fat
1819,189,65,thin,normal
1820,162,60,normal,fat
1821,167,50,thin,normal
1822,152,51,normal,normal
1823,128,77,fat,fat
1824,128,59,fat,thin
1825,157,53,normal,normal
1826,162,70,fat,fat
1827,143,36,thin,thin
1828,132,51,fat,normal
1829,194,42,thin,normal
1830,177,64,normal,thin
1831,163,57,normal,normal
1832,199,60,thin,normal
1833,133,46,fat,thin
1834,134,59,fat,normal
1835,152,74,fat,normal
1836,188,68,normal,thin
1837,121,73,fat,normal
1838,173,50,thin,normal
1839,159,64,fat,fat
1840,144,65,fat,normal
1841,160,51,normal,normal
1842,198,58,thin,thin
1843,169,56,normal,thin
1844,122,62,fat,fat
1845,168,48,thin,fat
1846,172,47,thin,fat
1847,156,71,fat,fat
1848,125,59,fat,thin
1849,129,75,fat,normal
1850,135,38,normal,fat
1851,139,49,fat,fat
1852,123,54,fat,thin
1853,189,43,thin,thin
1854,137,43,normal,normal
1855,123,40,fat,normal
1856,123,40,fat,fat
1857,144,44,normal,normal
1858,168,50,thin,thin
1859,142,49,normal,fat
1860,178,65,normal,normal
1861,159,75,fat,thin
1862,140,42,normal,thin
1863,188,43,thin,fat
1864,123,68,fat,fat
1865,174,79,fat,fat
1866,200,61,thin,fat
1867,171,52,thin,thin
1868,169,62,normal,fat
1869,152,65,fat,thin
1870,131,48,fat,fat
1871,139,44,normal,thin
1872,177,67,normal,fat
1873,143,46,normal,thin
1874,165,57,normal,fat
1875,180,38,thin,thin
1876,132,73,fat,fat
1877,170,69,normal,fat
1878,196,41,thin,normal
1879,145,70,fat,fat
1880,129,74,fat,thin
1881,190,52,thin,normal
1882,142,75,fat,thin
1883,169,63,normal,fat
1884,129,43,fat,fat
1885,165,63,normal,normal
1886,161,51,normal,fat
1887,194,38,thin,fat
1888,144,54,fat,thin
1889,159,71,fat,thin
1890,138,74,fat,fat
1891,193,61,thin,fat
1892,181,46,thin,fat
1893,190,43,thin,normal
1894,193,65,thin,normal
1895,195,65,thin,fat
1896,185,60,thin,thin
1897,198,66,thin,fat
1898,162,42,thin,thin
1899,140,52,fat,fat
1900,143,47,normal,thin
1901,148,64,fat,fat
1902,191,44,thin,fat
1903,179,51,thin,normal
1904,167,35,thin,fat
1905,160,76,fat,normal
1906,191,45,thin,fat
1907,147,75,fat,thin
1908,129,37,normal,fat
1909,123,35,normal,normal
1910,158,71,fat,fat
1911,170,73,fat,fat
1912,197,80,normal,thin
1913,184,40,thin,normal
1914,166,48,thin,thin
1915,176,59,normal,fat
1916,169,62,normal,fat
1917,181,48,thin,normal
1918,120,62,fat,normal
1919,167,46,thin,thin
1920,129,70,fat,fat
1921,152,38,thin,normal
1922,142,42,normal,thin
1923,171,49,thin,thin
1924,123,54,fat,fat
1925,194,63,thin,fat
1926,131,43,fat,normal
1927,181,56,thin,normal
1928,123,52,fat,fat
1929,141,41,normal,normal
1930,179,74,normal,normal
1931,159,40,thin,fat
1932,156,75,fat,normal
1933,181,38,thin,normal
1934,143,60,fat,thin
1935,148,62,fat,normal
1936,149,41,thin,normal
1937,169,41,thin,normal
1938,193,71,normal,normal
1939,158,39,thin,normal
1940,120,55,fat,fat
1941,136,62,fat,thin
1942,198,53,thin,thin
1943,121,43,fat,fat
1944,133,64,fat,fat
1945,162,64,normal,thin
1946,152,60,fat,fat
1947,127,68,fat,fat
1948,141,64,fat,fat
1949,160,41,thin,fat
1950,147,45,normal,fat
1951,193,67,thin,normal
1952,130,65,fat,fat
1953,184,75,normal,normal
1954,195,80,normal,thin
1955,190,74,normal,fat
1956,170,79,fat,fat
1957,139,63,fat,thin
1958,194,39,thin,fat
1959,162,46,thin,fat
1960,172,57,normal,thin
1961,128,45,fat,fat
1962,165,50,thin,normal
1963,200,77,normal,normal
1964,148,75,fat,fat
1965,138,63,fat,thin
1966,154,54,normal,normal
1967,141,62,fat,thin
1968,184,48,thin,thin
1969,156,66,fat,fat
1970,123,60,fat,thin
1971,133,77,fat,thin
1972,199,48,thin,normal
1973,167,54,normal,normal
1974,142,76,fat,thin
1975,160,79,fat,thin
1976,123,36,normal,fat
1977,139,62,fat,normal
1978,148,51,normal,thin
1979,141,68,fat,fat
1980,138,67,fat,fat
1981,131,41,normal,normal
1982,165,64,normal,fat
1983,162,51,normal,normal
1984,160,57,normal,thin
1985,131,77,fat,thin
1986,164,50,normal,fat
1987,129,59,fat,normal
1988,200,45,thin,thin
1989,179,72,normal,normal
1990,149,62,fat,normal
1991,185,54,thin,normal
1992,145,67,fat,normal
1993,127,46,fat,thin
1994,151,61,fat,normal
1995,123,49,fat,normal
1996,179,77,normal,fat
1997,184,74,normal,normal
1998,130,54,fat,normal
1999,135,66,fat,thin
2000,128,59,fat,normal
2001,131,43,fat,normal
2002,156,77,fat,fat
2003,187,53,thin,thin
2004,189,67,normal,fat
2005,129,58,fat,fat
2006,191,38,thin,fat
2007,152,57,normal,thin
2008,172,59,normal,fat
2009,192,68,thin,fat
2010,188,37,thin,thin
2011,125,72,fat,fat
2012,196,77,normal,normal
2013,187,53,thin,thin
2014,150,46,normal,thin
2015,171,39,thin,thin
2016,134,74,fat,thin
2017,169,38,thin,normal
2018,190,71,normal,fat
2019,131,58,fat,fat
2020,182,43,thin,thin
2021,184,59,thin,thin
2022,152,58,fat,fat
2023,141,80,fat,fat
2024,191,70,normal,fat
2025,198,77,normal,normal
2026,127,71,fat,fat
2027,131,60,fat,normal
2028,183,42,thin,normal
2029,168,75,fat,thin
2030,180,57,thin,thin
2031,186,44,thin,thin
2032,143,55,fat,normal
2033,175,74,normal,normal
2034,160,46,thin,thin
2035,162,52,normal,normal
2036,150,37,thin,thin
2037,195,47,thin,fat
2038,199,60,thin,thin
2039,152,73,fat,thin
2040,147,73,fat,fat
2041,146,57,fat,normal
2042,136,79,fat,normal
2043,189,35,thin,fat
2044,156,40,thin,fat
2045,154,79,fat,fat
2046,153,75,fat,normal
2047,156,64,fat,normal
2048,153,67,fat,thin
2049,159,38,thin,fat
2050,163,45,thin,fat
2051,132,43,normal,fat
2052,180,56,thin,normal
2053,132,54,fat,fat
